latitude,longitude
40.76044494,-73.96188872
40.80462447,-73.93212906
40.78147503,-73.98251583
40.76837979,-73.98878225
40.71418656,-73.99674384
40.75297891,-73.96580044
40.79615871,-73.96524087
40.80395091,-73.94060535
40.78888845,-73.95423295
40.8099103,-73.9374961
40.73507492,-73.9751875
40.80706198,-73.95523981
40.77657731,-73.96252841
40.79911887,-73.95284203
40.771085,-73.95171639
40.74083658,-74.00310269
40.78626568,-73.97562343
40.72884033,-73.97608132
40.72775446,-73.98370212
40.74127523,-73.99412528
40.73808934,-74.00086666
40.77202537,-73.95788216
40.79066038,-73.96895022
40.74204199,-74.00886339
40.82134647,-73.93864008
40.78381988,-73.97375204
40.79837615,-73.94799159
40.78817285,-73.95417963
40.81889031,-73.95443807
40.8366288,-73.93730754
40.80605566,-73.9416707
40.76387309,-73.98003675
40.75544127,-73.99464287
40.80844972,-73.94871692
40.86324852,-73.92337477
40.82582431,-73.94681485
40.83325324,-73.94567757
40.74379829,-74.00637573
40.75482672,-73.97023178
40.73320063,-74.00518215
40.73830589,-73.99712376
40.80785493,-73.93793622
40.7720741,-73.96193117
40.71441373,-73.99703855
40.75286304,-74.00496795
40.80279757,-73.94178168
40.78477077,-73.95407944
40.73556507,-73.98315842
40.7519817,-73.97371063
40.84337075,-73.94294467
40.80338782,-73.96461726
40.7226294,-73.97738093
40.8024554,-73.97039712
40.82517244,-73.94266887
40.79419608,-73.97487721
40.8478787,-73.94206675
40.75724734,-73.96656896
40.76462439,-73.99152212
40.77731582,-73.95904846
40.79266392,-73.93919767
40.80512601,-73.93532586
40.84468625,-73.93325907
40.74741646,-73.97703682
40.81688725,-73.93899667
40.71603945,-74.01223438
40.73131259,-73.98649647
40.71255643,-74.00945036
40.81001191,-73.95472884
40.73828822,-74.0097352
40.77448143,-73.97967729
40.73448877,-73.9801119
40.78400941,-73.98153511
40.74556877,-73.97838481
40.83747486,-73.94538511
40.73847512,-73.9855776
40.82585263,-73.95130771
40.77155634,-73.98632093
40.76929811,-73.96155079
40.77571481,-73.98214983
40.75216253,-73.97167384
40.75576665,-73.96882924
40.72181889,-73.98902707
40.74810547,-73.97197053
40.79777739,-73.93182337
40.72627438,-73.97558573
40.84877359,-73.93448455
40.74829704,-73.97346704
40.76156104,-73.98224123
40.74538772,-74.00284461
40.77181247,-73.9492135
40.76723617,-73.95273094
40.74761937,-74.00209587
40.79986734,-73.94654932
40.72061955,-73.99075538
40.77149048,-73.96276831
40.80053376,-73.93614168
40.77895601,-73.94477151
40.79759075,-73.96329325
40.80128559,-73.94570268
40.80177544,-73.93410449
40.80339733,-73.94255613
40.76558672,-73.96277334
40.75855397,-73.99610035
40.7814773,-73.97564803
40.76564964,-73.99007421
40.84502184,-73.93366677
40.77357362,-73.94773514
40.78525706,-73.98309383
40.78564265,-73.97439727
40.77525876,-73.96160599
40.76228868,-73.96042953
40.81632127,-73.95287433
40.80144549,-73.96589946
40.7744234,-73.97978934
40.79492058,-73.9718293
40.73937321,-73.97832181
40.86991046,-73.91560171
40.71489609,-74.01190216
40.7464752,-73.98013427
40.84706609,-73.9343219
40.82603093,-73.95078015
40.79047574,-73.94601613
40.7249849,-73.97829377
40.74286618,-73.98697025
40.77834872,-73.95486917
40.80473448,-73.94831156
40.7652276,-73.9724016
40.78235414,-73.9562586
40.74632179,-73.98410708
40.77437722,-73.95528979
40.74079297,-73.97987034
40.77727248,-73.98208418
40.77317527,-73.98043323
40.80970741,-73.96243193
40.78236434,-73.95045527
40.79899994,-73.96688289
40.76575537,-73.97061737
40.71878826,-73.98516289
40.85747814,-73.92915662
40.76670951,-73.9889901
40.72900593,-73.98513093
40.77663946,-73.98942126
40.73193754,-74.00486161
40.76824382,-73.98874958
40.80474514,-73.9526331
40.78109097,-73.94768343
40.72973505,-73.97819873
40.77659688,-73.95982849
40.73640836,-74.00158789
40.77250658,-73.94689308
40.82376019,-73.93773712
40.70264645,-74.0129912
40.8084577,-73.95909727
40.80084549,-73.97086589
40.80338584,-73.94681174
40.76619111,-73.95831973
40.77502555,-73.97901842
40.81250018,-73.96201188
40.80396893,-73.96299568
40.77001743,-73.96460661
40.81665489,-73.95934347
40.87025456,-73.91688042
40.81531318,-73.95497711
40.73601686,-74.00583243
40.76434743,-73.96338329
40.78923291,-73.94855584
40.76201179,-73.95785681
40.7329444,-73.99261865
40.79250341,-73.94413961
40.72271381,-73.98525177
40.7257645,-73.99017848
40.7109517,-74.00188002
40.70695476,-74.01646687
40.70764926,-74.01683852
40.73165041,-73.98821088
40.79571664,-73.93671084
40.72387399,-74.00481034
40.71431669,-74.0035596
40.78205902,-73.97774952
40.78139097,-73.98138258
40.77551822,-73.98044322
40.7363437,-73.99672167
40.76956867,-73.96413554
40.70403633,-74.00868128
40.72695546,-73.97415303
40.80198614,-73.95580094
40.71489358,-74.00484156
40.84368204,-73.93830101
40.73755757,-73.97988058
40.81582937,-73.94523315
40.71352888,-73.99021075
40.8091344,-73.95852943
40.73900021,-73.98706607
40.77904234,-73.94671719
40.72532608,-73.98376022
40.799194,-73.95904582
40.77366421,-73.95359878
40.74868276,-73.97611523
40.75294426,-73.97157513
40.81332946,-73.93733739
40.82678758,-73.93967569
40.78708264,-73.96943069
40.79899111,-73.94275844
40.7181089,-73.98454165
40.72672181,-74.00209283
40.82823013,-73.95104159
40.76361282,-73.96553362
40.72538465,-73.97779913
40.70768481,-74.00686335
40.72421616,-74.00591212
40.79500562,-73.97325694
40.7796528,-73.95374733
40.81109849,-73.96436082
40.72635307,-73.98036343
40.76751183,-73.96119587
40.78206977,-73.98394907
40.74510032,-74.0002365
40.80942155,-73.93996451
40.856037,-73.92708853
40.82225862,-73.95353053
40.76890918,-73.99032279
40.71474349,-73.99165223
40.78238175,-73.97900941
40.77965564,-73.95207221
40.73255176,-74.00281948
40.79381107,-73.94947179
40.72415134,-73.99040817
40.80274531,-73.96507919
40.72108535,-74.00828258
40.76138039,-73.99436108
40.80651635,-73.94669643
40.7408372,-73.9974886
40.7970272,-73.93394968
40.74100746,-73.98576904
40.7769262,-73.97741144
40.81598113,-73.94678582
40.72509003,-73.97765634
40.77774399,-73.97984114
40.81218712,-73.96061842
40.81436472,-73.9594745
40.79416429,-73.96642854
40.74849264,-73.98031531
40.74587026,-73.97785086
40.77201917,-73.95419781
40.72345238,-73.99582124
40.72783907,-74.00450084
40.78826374,-73.96833887
40.84860549,-73.92932508
40.77475767,-73.95646053
40.77904468,-73.9587436
40.78335098,-73.98278331
40.83787658,-73.94026564
40.72535239,-74.00754016
40.77530051,-73.94959141
40.73187196,-74.00301568
40.79558284,-73.96167817
40.81131022,-73.95019398
40.77740111,-73.95852746
40.76306382,-73.96423127
40.80307977,-73.94872817
40.76609533,-73.95212463
40.78667022,-73.96870096
40.77137058,-73.96362036
40.80063947,-73.94004847
40.75052799,-74.00324176
40.80582879,-73.95946543
40.78351213,-73.97497266
40.77327881,-73.94583656
40.76595604,-73.96164745
40.72204008,-73.97947861
40.74984171,-73.99501303
40.75445007,-73.99280013
40.85294644,-73.92892964
40.75720881,-73.96450515
40.72114473,-74.01010398
40.71823877,-74.01236682
40.74337364,-73.98242104
40.77551426,-73.96445412
40.7412638,-74.00411166
40.79225321,-73.97331183
40.79098002,-73.97618724
40.82242188,-73.94234992
40.80080793,-73.95463387
40.71926638,-73.98882241
40.71789594,-74.01245166
40.77736056,-73.96355677
40.85286209,-73.93099785
40.76818987,-73.9591715
40.81849511,-73.9411465
40.7399148,-74.00314215
40.80265195,-73.9651215
40.79367488,-73.96722204
40.72897135,-74.00715598
40.77252835,-73.9791883
40.85661778,-73.93335658
40.7329116,-73.97515307
40.80711094,-73.95852858
40.84316014,-73.94121188
40.82924636,-73.94525548
40.81268612,-73.95096036
40.79814852,-73.96945092
40.7954103,-73.94988618
40.80350842,-73.95099261
40.7496092,-74.00823307
40.76781325,-73.98772613
40.84146303,-73.94088068
40.76010177,-73.97184732
40.72349746,-74.00496789
40.73268003,-74.00138571
40.7839359,-73.95468961
40.77976285,-73.9816732
40.79043934,-73.97988035
40.79081559,-73.94876985
40.79636726,-73.9648279
40.71230914,-73.97845109
40.7612952,-73.9702666
40.77232317,-73.98062604
40.80651092,-73.95582829
40.75506515,-73.97105191
40.73810099,-74.00893529
40.79405484,-73.93401246
40.76195916,-73.98936682
40.72348012,-73.9831493
40.82972962,-73.94194144
40.79328526,-73.94094406
40.8592808,-73.92852439
40.77925051,-73.94888582
40.73442623,-73.9856483
40.81132278,-73.9641663
40.80909946,-73.93894721
40.79897574,-73.96643442
40.76057462,-73.96609373
40.8094263,-73.95713273
40.80871253,-73.95801583
40.80095013,-73.96791816
40.85124948,-73.94045149
40.745318,-73.9966446
40.81045279,-73.94383821
40.76906937,-73.96489887
40.72808515,-73.97883911
40.74845613,-73.97280391
40.74032282,-73.98477935
40.8152883,-73.94563181
40.74043951,-73.98417523
40.80046416,-73.96350062
40.83010182,-73.94560233
40.79222066,-73.96578064
40.77722222,-73.97861849
40.76189002,-73.99025274
40.77130569,-73.96343306
40.71361709,-73.98659436
40.7757706,-73.97716062
40.80530098,-73.93987323
40.71523275,-73.99236852
40.76686951,-73.96253792
40.7513455,-73.97093687
40.81574883,-73.9428259
40.79523912,-73.96565007
40.86702742,-73.92821218
40.81308584,-73.96139276
40.74612409,-73.99279516
40.77967824,-73.97384217
40.74276696,-73.98072413
40.73319304,-73.98470528
40.7412275,-73.97861882
40.75286957,-73.97306256
40.79684978,-73.94479031
40.73082135,-73.99904973
40.72653651,-73.97510381
40.81932078,-73.9372217
40.81381305,-73.94600107
40.80071574,-73.9693478
40.80625542,-73.95166475
40.85159226,-73.9276778
40.80041862,-73.96820358
40.84950308,-73.92884912
40.72134201,-73.97969861
40.81275335,-73.96163607
40.7796196,-73.98629472
40.82609185,-73.95187057
40.78131931,-73.96070171
40.71004831,-73.99397673
40.76426095,-73.95736881
40.71005755,-74.01661453
40.73832308,-73.98172022
40.70860048,-74.01826841
40.73156996,-74.00630527
40.82765331,-73.9382614
40.77950977,-73.98455665
40.80363688,-73.96686738
40.7271413,-74.01086437
40.7827334,-73.98070139
40.73434497,-74.00129799
40.7929821,-73.97564066
40.79572323,-73.95019793
40.81253362,-73.95070071
40.76578304,-73.97203835
40.78498349,-73.95692587
40.86238472,-73.92007985
40.84363712,-73.9400448
40.79574364,-73.94846866
40.77177829,-73.957556
40.79353105,-73.9401746
40.82152664,-73.95399021
40.80971889,-73.94622696
40.71844776,-74.01053475
40.71612833,-74.01321215
40.86594607,-73.91982959
40.78329956,-73.9817842
40.75964028,-73.99743741
40.77378435,-73.98582944
40.77703797,-73.95595639
40.72944987,-73.98207609
40.82263599,-73.94122081
40.78611338,-73.97806938
40.73569703,-73.98232738
40.71517078,-73.98328427
40.8026145,-73.97028313
40.71099122,-73.98128692
40.79538352,-73.97158207
40.81012554,-73.96506755
40.76450515,-73.95988798
40.78815418,-73.97590491
40.78439234,-73.97905155
40.73513674,-74.00832866
40.77655848,-73.96071391
40.80203689,-73.94322157
40.75986002,-73.98994499
40.85723635,-73.9304553
40.75810365,-73.99210887
40.76738085,-73.98469679
40.73584391,-73.99948945
40.78317392,-73.95263419
40.78240212,-73.97291311
40.77053298,-73.98805803
40.74462341,-73.97361671
40.83595396,-73.93785975
40.79530932,-73.949646
40.80001636,-73.96808073
40.76990674,-73.99021403
40.7894912,-73.9732038
40.73174877,-74.00500526
40.85520696,-73.92848453
40.73735274,-74.00562041
40.78219869,-73.9763373
40.77073306,-73.98380879
40.7242261,-73.97935274
40.72832675,-73.9819838
40.74226854,-73.9888943
40.82304879,-73.95433194
40.81261741,-73.94172113
40.73461269,-73.97989011
40.86979102,-73.92114968
40.72375304,-73.99189192
40.7939062,-73.9768001
40.73607293,-74.00878795
40.79079094,-73.97238453
40.80880262,-73.94405409
40.76433361,-73.96556103
40.80282148,-73.95282116
40.79617448,-73.97265951
40.81964711,-73.95565581
40.77757848,-73.94713173
40.78227476,-73.95216901
40.81041814,-73.9582832
40.76272613,-73.99118992
40.84502963,-73.93750364
40.77803013,-73.96306792
40.83820614,-73.94105728
40.71865175,-74.00626114
40.78229163,-73.95804375
40.72170135,-73.99020583
40.79948739,-73.94286148
40.76592063,-73.99653738
40.79934652,-73.96730694
40.83207742,-73.94932485
40.73330678,-74.00505116
40.71519221,-73.97876131
40.77448669,-73.98080453
40.77315659,-73.9585921
40.80532672,-73.96590124
40.82888474,-73.94827107
40.76967524,-73.9901396
40.79772582,-73.9636118
40.7233685,-73.99129148
40.71440032,-73.98510296
40.82806153,-73.93882379
40.78635252,-73.97386636
40.72777897,-74.00388351
40.76573058,-73.99413975
40.74524574,-73.98084101
40.72203313,-73.99733604
40.76324163,-73.98824117
40.79460521,-73.93334529
40.85151489,-73.93332452
40.78359352,-73.95529279
40.78853195,-73.95545732
40.82359507,-73.95176408
40.76126644,-73.95995568
40.8548488,-73.93223989
40.80981698,-73.95841688
40.85567656,-73.92550549
40.79873512,-73.96561792
40.75633762,-73.96824392
40.79814378,-73.95025172
40.80507787,-73.9352123
40.78672954,-73.97699528
40.72178704,-74.01187913
40.85075016,-73.9309533
40.76068283,-73.96475553
40.7286495,-74.00332915
40.78727297,-73.97207464
40.81096414,-73.96178527
40.74165292,-73.98093084
40.80759123,-73.94730277
40.73691191,-74.00680896
40.80301262,-73.9607381
40.82798406,-73.94226071
40.8107405,-73.96035623
40.7845133,-73.94584433
40.73514103,-73.99857504
40.7230111,-73.97792062
40.80874471,-73.95748311
40.77083507,-73.98215848
40.81684175,-73.95244556
40.72614545,-74.00066771
40.70828694,-74.01673706
40.72472298,-73.97863373
40.72831811,-73.98350011
40.72441209,-74.00477138
40.74730451,-73.97969013
40.76537156,-73.96195162
40.78025936,-73.94424809
40.73573996,-74.00625491
40.85184442,-73.93038217
40.79560557,-73.97110283
40.7854702,-73.9805091
40.71741783,-74.01610193
40.80330838,-73.95051616
40.75659582,-73.97034756
40.7960029,-73.97305792
40.72262895,-73.99058037
40.85058657,-73.9404555
40.71825223,-73.98361265
40.8386831,-73.94127309
40.73705648,-73.99413868
40.82603326,-73.95148183
40.72510861,-74.00466691
40.781389,-73.95008178
40.80089043,-73.94430197
40.77489905,-73.95481879
40.72357221,-73.98807643
40.81187829,-73.94334673
40.72340562,-73.99381542
40.80031324,-73.96153271
40.77542373,-73.94988383
40.77978655,-73.96182477
40.81500257,-73.94078893
40.77242177,-73.9489451
40.81128459,-73.95161587
40.72872632,-73.98600928
40.80421972,-73.95099363
40.78824477,-73.95045339
40.79870314,-73.96904727
40.77861526,-73.96140395
40.74802334,-73.99346376
40.80153145,-73.9418387
40.86427641,-73.92919588
40.71517137,-73.98381312
40.76153117,-74.00160638
40.85071613,-73.93789496
40.76270146,-73.98695885
40.79070884,-73.9492706
40.78994936,-73.97039702
40.77096396,-73.95337224
40.78804171,-73.98008387
40.73391236,-74.00542808
40.82349473,-73.95255289
40.78757033,-73.95155997
40.79929938,-73.96916819
40.80792715,-73.95952587
40.78131189,-73.97819041
40.74659976,-73.97256402
40.79540621,-73.9337694
40.82377921,-73.94831354
40.73136454,-73.99226801
40.76953699,-73.98387978
40.73770376,-74.00392612
40.80014192,-73.96804179
40.81280943,-73.93564587
40.73211107,-74.00521267
40.77319111,-73.96090354
40.80328312,-73.96755994
40.72605498,-73.98925955
40.80929507,-73.93721202
40.81954665,-73.93686208
40.82622359,-73.95218054
40.72367447,-74.01037461
40.85599938,-73.92842425
40.83792229,-73.94201407
40.79219893,-73.93651739
40.85353034,-73.93006014
40.71947111,-73.99071461
40.7515072,-73.96765593
40.79955167,-73.9435889
40.83303219,-73.93932004
40.81282913,-73.94393013
40.7166013,-73.99311154
40.75154902,-74.0049149
40.71056065,-73.9943987
40.80864441,-73.95408102
40.79603382,-73.9452598
40.73413786,-73.97808372
40.82333455,-73.9449855
40.73168857,-73.98315939
40.72961577,-73.98104498
40.73021504,-73.98414999
40.71364211,-73.98054558
40.72908852,-74.00456018
40.78780012,-73.94188167
40.76255811,-73.97691157
40.7553498,-73.96784593
40.80375089,-73.94792403
40.80406442,-73.95062372
40.79393359,-73.9678336
40.7718533,-73.96140692
40.76125433,-73.9660393
40.73879469,-73.98501439
40.83048489,-73.94748363
40.79511299,-73.93620525
40.83146222,-73.94251456
40.80556063,-73.94247242
40.82527416,-73.95125425
40.77388151,-73.9849374
40.84504815,-73.93670852
40.81995553,-73.93640241
40.80821988,-73.94908288
40.75299339,-73.97392877
40.79615318,-73.92992941
40.75513774,-73.99826288
40.71509669,-73.99655444
40.81454077,-73.93774869
40.82477055,-73.94603406
40.77889633,-73.96207213
40.75483189,-73.9704981
40.72592492,-73.97782116
40.77617344,-73.98971705
40.73458488,-74.0049235
40.80769154,-73.95533157
40.74988342,-74.00271862
40.79460822,-73.96235423
40.74992389,-73.99988748
40.81486962,-73.95431728
40.80162404,-73.9585145
40.77066474,-73.96410408
40.7712585,-73.9644325
40.77573272,-73.94446013
40.79037734,-73.97555778
40.7871899,-73.97609745
40.71619202,-73.98721852
40.76502823,-73.96145386
40.80584611,-73.95654128
40.80014037,-73.9692106
40.76818376,-73.98251777
40.79150059,-73.95328309
40.80269087,-73.93763129
40.82229165,-73.94040544
40.73020917,-73.98772236
40.79130846,-73.97222986
40.76328301,-73.95892736
40.80195996,-73.96319633
40.8241518,-73.94215099
40.79877541,-73.97156027
40.7661471,-73.96210087
40.79052539,-73.94639275
40.76090887,-73.96493131
40.78627106,-73.96970936
40.76414734,-73.98239348
40.80276141,-73.96902175
40.78300611,-73.95518994
40.75216632,-74.00137512
40.7333851,-74.00831574
40.7909082,-73.95370465
40.7217306,-73.99184821
40.70648776,-74.01691758
40.77939179,-73.98549636
40.76234549,-73.98805705
40.71570025,-73.98556412
40.80592357,-73.94307948
40.86515087,-73.92145702
40.75040647,-73.97337568
40.79119147,-73.97529027
40.82087733,-73.9463823
40.71355567,-73.99770837
40.74316545,-74.00275871
40.79824884,-73.96275907
40.79608052,-73.97052419
40.84909948,-73.92915423
40.74058807,-74.00509147
40.7885088,-73.97051992
40.76406465,-73.96194995
40.73657015,-73.98494283
40.77309957,-73.95872176
40.72282915,-74.00818278
40.72533782,-74.00135394
40.72388214,-73.98384675
40.80295034,-73.94017381
40.7531559,-73.96458404
40.7778078,-73.98577116
40.78977521,-73.98060873
40.73424437,-73.9749708
40.77244174,-73.9806555
40.80606732,-73.95342555
40.80858076,-73.94352579
40.7221247,-73.99836328
40.74234187,-74.00287364
40.79624027,-73.97261155
40.81899949,-73.93893006
40.8548604,-73.93842907
40.84984854,-73.93772585
40.73795654,-73.98857723
40.80292227,-73.94918951
40.76549427,-73.95252758
40.80769564,-73.93686682
40.73264437,-73.98794176
40.7764178,-73.98064059
40.77667796,-73.94936081
40.74021457,-73.99859552
40.84401282,-73.93568642
40.76991621,-73.98628986
40.77753505,-73.95319917
40.77289564,-73.9641404
40.84315531,-73.93538478
40.81810979,-73.94549741
40.71039787,-73.99459944
40.80792058,-73.94536368
40.80770375,-73.94902922
40.78465384,-73.94226846
40.71179211,-73.98054474
40.82383777,-73.94674498
40.74377796,-73.97375845
40.82920206,-73.93524838
40.72900344,-74.00075404
40.73864996,-73.98018401
40.84773001,-73.93226853
40.81516839,-73.93756662
40.77571329,-73.95055557
40.80389955,-73.94997228
40.77797936,-73.94615802
40.84162361,-73.9357636
40.74214147,-74.0003106
40.72459075,-73.97620988
40.76152717,-73.97033339
40.85138078,-73.94049701
40.72744463,-74.00807162
40.80753639,-73.94078349
40.72502087,-74.00272339
40.87060498,-73.91845227
40.73528433,-74.00068635
40.7961591,-73.97090658
40.73089245,-73.98126406
40.76511699,-73.96186957
40.72738358,-74.0085756
40.76055142,-73.99741011
40.78832169,-73.94311487
40.77917463,-73.98275321
40.78609167,-73.94341161
40.86656852,-73.92766733
40.83382527,-73.94811463
40.73547486,-74.00345957
40.72918207,-74.00255075
40.80154136,-73.9644323
40.78103001,-73.96091182
40.79752891,-73.96397539
40.78722353,-73.93861741
40.79905677,-73.97349673
40.76118169,-73.99076824
40.71870005,-73.98926974
40.71429168,-73.99715685
40.72141746,-73.97826794
40.762338,-73.96054711
40.72088049,-73.98875826
40.82279121,-73.94985527
40.76882631,-73.99228182
40.72468594,-73.98224292
40.77728411,-73.98901704
40.78241374,-73.95833453
40.77089911,-73.98086274
40.71555554,-74.0108913
40.81165716,-73.94501842
40.87030578,-73.91889207
40.79763552,-73.96885264
40.78252285,-73.95771231
40.71540963,-73.9852947
40.78562024,-73.95620813
40.79791935,-73.93579074
40.75738343,-73.97074748
40.82379058,-73.94367236
40.73640886,-73.99738043
40.81707655,-73.94403282
40.80181733,-73.94529406
40.73856668,-74.00199666
40.78786526,-73.94149733
40.76198296,-73.98719459
40.83318127,-73.94573025
40.80896353,-73.94249752
40.80992119,-73.96517886
40.70942217,-74.01657955
40.79476532,-73.96453915
40.7832434,-73.95837833
40.70486562,-74.01600281
40.72176688,-73.99210629
40.77546612,-73.94629095
40.73563136,-73.992539
40.71277787,-73.98918709
40.76480857,-73.95802609
40.7918561,-73.96439522
40.80320783,-73.94079199
40.81435987,-73.93575686
40.85107122,-73.93914569
40.7792489,-73.98129335
40.78646537,-73.95483379
40.80624756,-73.9578771
40.70750974,-74.01694073
40.78798105,-73.97772337
40.76238006,-73.97283733
40.71910049,-73.99002264
40.74790185,-73.97114367
40.81912469,-73.9519322
40.77989253,-73.96048128
40.76419962,-73.96692373
40.78954472,-73.94991249
40.77824006,-73.96295389
40.83592302,-73.94752617
40.76382721,-73.95607979
40.7982013,-73.97239924
40.77700333,-73.94384905
40.79497648,-73.97636538
40.82167964,-73.94888296
40.74230523,-73.98258667
40.70518268,-74.00761436
40.81860365,-73.94572134
40.79845528,-73.96495318
